Account Solana;Token Account Solana;HolderAddress BSC;Balance;Balance Decimals;Public Tag;Owner;
;;0x83df74e7114079b98e69089edcdc8de377fb7cb0;405;405.474.688.400.000.000.000;;;
;;0x149901e0120dba52253fadc98b116c31fd30eb83;405;404.876.951.400.000.000.000;;;
;;0xb100eda1b7144b1c580f7b79e835a3d11cd71a27;405;404.876.838.400.000.000.000;;;
;;0xcd90ed2fe2735ff419610f93e3ca2a8bed421774;405;404.854.567.800.000.000.000;;;
;;0x297f0509d5865655ba7e6675b7ea189360ffa26d;404;404.030.935.500.000.000.000;;;
;;0xbdcbad07a9841a9506552f964f7a4a3c8bed6719;403;402.861.362.000.000.000.000;;;
;;0x4f441559aaad334203aaa2fc906ba8769e6dbc66;402;402.436.029.800.000.000.000;;;
;;0x1610610609459c7935db0452e89ffa924d00345a;402;401.867.709.800.000.000.000;;;
;;0x65880e21e3627206bbe9111bf247384cbc8d62c8;402;401.723.413.300.000.000.000;;;
;;0x2d327877452be6edc6b4502920cceea1ab180646;401;400.800.034.900.000.000.000;;;
;;0x16b36ccb05675a20d0dfe7886abfde3e28653614;401;400.784.151.900.000.000.000;;;
;;0xcef51423711cc235ff2675db0c453e4f38b66461;401;400.710.760.800.000.000.000;;;
;;0x3f23920d149e1dcb7cbc4bc120278d0cef408ab8;400;400.240.982.600.000.000.000;;;
;;0x466ca5b5093af1173acd8c2f6f5cd9eb724bf790;400;400.109.604.600.000.000.000;;;
;;0x07ed09304faf167ffe8e9edea6dc82a51544d220;400;400.000.000.000.000.000.000;;;
;;0x650403fa6cb85315b72d484388d631f5e790b880;400;400.000.000.000.000.000.000;;;
;;0x1c5ccb6cdcfdcd0c522fb2993e89c96fe7352909;400;399.872.379.300.000.000.000;;;
;;0x9ce6697d806012cfa54b99e2367ca05b096d6cd6;400;399.709.595.500.000.000.000;;;
;;0xac3fc17b3940d68c138cf7aef70086b49c5bca95;400;399.620.000.000.000.000.000;;;
;;0x600e9448c35baa71fe65ddf65a155ea70dc0f8c4;400;399.528.518.600.000.000.000;;;
;;0x6bdec533875609d307dc0ed79d83b1071a887160;399;399.199.899.200.000.000.000;;;
;;0x3d18bf757a0975de83cf12a43a0b519d5c2e3441;399;398.983.855.900.000.000.000;;;
;;0xf61c2aec83abdb35aa6e3365844c53cd2ea6642c;399;398.564.589.400.000.000.000;;;
;;0xe35f8545269c30affc9117bad585001b5387ada1;398;398.333.569.900.000.000.000;;;
;;0x79988f30169df240acfa96365afb455dbfd00810;398;397.943.176.400.000.000.000;;;
;;0xf915698c8fcf40e75378840f435906a6a77106d1;397;397.129.578.300.000.000.000;;;
;;0x1318deda32ab896dc2b357479254a822256c10b2;396;396.178.520.500.000.000.000;;;
;;0x13d76b43717f45d6007e087708d978ff7e318350;396;396.160.000.000.000.000.000;;;
;;0x7c007849d7c37527058c7c41979878c04ce17fb0;396;396.016.643.700.000.000.000;;;
;;0xe54b04e8daf785b99139e5858858b3e9ff14b58d;396;395.572.238.800.000.000.000;;;
;;0x5748c8ee8f7fe23d14096e51ca0fb3cb63223643;395;395.268.661.100.000.000.000;;;
;;0x394ca02228fa8b25acda7dc48181b3704eb1123c;395;394.919.093.600.000.000.000;;;
;;0x80a82297647e35cd9fc7db535ae3a351d389c8a0;393;393.191.107.000.000.000.000;;;
;;0x6950a37bf92838059294456396e7728f4b44fbff;393;393.177.453.300.000.000.000;;;
;;0x3ccab626c6b254c150cf01d6b080d270750da26b;392;392.137.747.600.000.000.000;;;
;;0x04316ab100dc59a5e07245915b4c937958ee0a2b;392;391.969.571.800.000.000.000;;;
;;0x3060f054aa81c2985ca1c2f6d0e3a49c3e1a34e9;392;391.604.985.400.000.000.000;;;
;;0x6a5e8a03594d46ec3c11e183979649e0f59b07e5;391;391.332.278.200.000.000.000;;;
;;0xa57a9996b133ae354ffab9ba0418a25072f7c22b;390;389.551.578.800.000.000.000;;;
;;0x0ad1d5f6bf922feb88e267bf054f03bf9f5a7574;388;388.137.488.300.000.000.000;;;
;;0x295ce6225d723f8cccce3437a59e49130b3a5d19;388;388.005.244.800.000.000.000;;;
;;0x5c8719dab151f04d07fcec493b14d45137d452ba;388;387.520.156.600.000.000.000;;;
;;0xc857382239726ae65e9c4546b2e842c82d5cb8ce;386;386.045.897.600.000.000.000;;;
;;0xc036f021acc2aa9e102aa789995de7679e300026;386;385.668.428.300.000.000.000;;;
;;0x5f91bfda218d6a01cc281b04b5f46bd9e888390d;385;385.398.031.100.000.000.000;;;
;;0x3f8b920097051cd2026318d9dad761a3344856b7;385;384.913.975.100.000.000.000;;;
;;0x1292ef0a4e78d09dd855678f2a0a5272819ec754;385;384.621.126.900.000.000.000;;;
;;0xa1b901d3c7191919acbe33c48a6b1ce47fe305e8;385;384.607.325.300.000.000.000;;;
;;0xf5545e4dba87e8f972fb0b5e69c8830f2f985ede;384;383.671.632.900.000.000.000;;;
;;0xc119b5477f40dcd0dd77f2d2ea0e52b3f0b99144;383;383.046.995.200.000.000.000;;;
;;0x22a150b1353f79271c988281e6aafea52d4600be;382;382.006.680.500.000.000.000;;;
;;0xa6b3eeba376f5f73a79d316e79f30540f6b012ca;382;381.592.612.900.000.000.000;;;
;;0xd6968868954a9d51d260ea5f02f6ac73ef0e0220;382;381.527.510.300.000.000.000;;;
;;0x5aa5ddfa3a1d0b872b433e09ca034847875c5c36;381;381.447.192.400.000.000.000;;;
;;0xe0b57f9a24e335b2f6c358ece45f8b59dda4e0a6;381;381.350.589.200.000.000.000;;;
;;0xddc629c143c82fca5d9828c41e41eb079c98639a;381;381.158.746.400.000.000.000;;;
;;0x518dc42255054a18e85b839e9ac57105a20aab64;381;380.805.237.800.000.000.000;;;
;;0xa6bc27dd5c3b5f67a3f8272854e37cc79bf66138;380;380.346.102.800.000.000.000;;;
;;0xd52dbe6212f32443be9c677a0f6b2382a6a4e899;380;379.795.873.800.000.000.000;;;
;;0x03fa63d64c1721c7a1f8eabde291d7521ac461d8;379;378.589.147.600.000.000.000;;;
;;0x2996adf84da755e2b7c3bbf0436a71a807901a4d;378;378.085.863.700.000.000.000;;;
;;0x19edda16f46f4f3e3bdd48aecc7bd4404f4ce534;378;378.058.359.100.000.000.000;;;
;;0x3671b300c016c423ade929de18138ca2e70b5df7;378;378.036.925.200.000.000.000;;;
;;0x704250ab67bb6a63015f3e72d0158a3151c41722;378;377.886.827.600.000.000.000;;;
;;0xd6b697a6294a4e0364ee1ef2a70684419d6d926d;378;377.790.464.600.000.000.000;;;
;;0x3fc820cb2c9e3f5876b9d2b2e195e2a996d5f111;377;377.269.960.600.000.000.000;;;
;;0x7361887dcdbe389399b72ecbb219cadb510da78c;376;376.049.921.400.000.000.000;;;
;;0xf737438fcab5d8e7e5443ad216f871a8bde8c957;376;375.707.057.300.000.000.000;;;
;;0x3b9dbb42a9fef8c1a14003e380f4139e3ffd6092;375;375.085.907.600.000.000.000;;;
;;0xaa18e40d2d91bcd85448ea3ec72f9995e5620d0a;375;374.960.964.500.000.000.000;;;
;;0x2144114f8c8321edf83823941fa0070015ac77e8;375;374.808.046.800.000.000.000;;;
;;0x24b7f9e79344149954f44ca53a3c421c11ddf1e3;375;374.662.911.000.000.000.000;;;
;;0x708a6ac9ffde8df4ebf51a1db24ccc2561328bf8;374;374.345.307.400.000.000.000;;;
;;0x527052978a90f02a0a01ce6e0de7632456c3c623;374;373.995.927.800.000.000.000;;;
;;0x7dbbc4e216f0a1c265223088f42fd1bc8b89e90d;373;373.210.545.200.000.000.000;;;
;;0x426603bac5e0ea73fd13aecad7a80c9f963f6eac;373;372.889.020.700.000.000.000;;;
;;0x4c6c42465557bb09de33e9d37049e15f31abf88e;373;372.633.083.000.000.000.000;;;
;;0x85ddfa1a9bb3e8764abd1a66376e681bf9216910;372;372.295.221.300.000.000.000;;;
;;0xe8c81ff182041e251ac3177480142fa9f77f05b4;372;372.135.895.300.000.000.000;;;
;;0xc267aa40da1ead769fca0e9c7cab9f65f4fcffa9;372;371.779.706.100.000.000.000;;;
;;0xe14d8c59f11e72bb4e5fa3942c23383ecbd97759;371;371.408.790.700.000.000.000;;;
;;0x209af36a1e09eda7475ea9e6141e9a621bbe9512;371;370.594.016.600.000.000.000;;;
;;0x496dc62e051fa43c3dd522f1d6c292574f58ac57;370;369.707.705.800.000.000.000;;;
;;0xeaec3cade8fe43ab253d1f72ff6c94e816b1ba5d;369;369.410.811.100.000.000.000;;;
;;0x7fd19ac754257a4a83c552e302e94a71f5220c07;369;368.598.482.300.000.000.000;;;
;;0x473b5d0169f1568076c841273f24f066e2df24c3;368;368.345.070.800.000.000.000;;;
;;0x819baa8a23e2a6ccd89bf3b9a5a18756f6467910;368;368.079.396.400.000.000.000;;;
;;0x0cbae58bbfd8df8d133d6fcfa7aeefc43816d8f0;368;367.885.894.600.000.000.000;;;
;;0x910d311a2bdbfb4cbb1c761c38b2d45732af7f82;367;367.163.252.400.000.000.000;;;
;;0xbdb4ce7358813060b87401c31fa768831d8c8d79;367;366.569.262.100.000.000.000;;;
;;0x5bb5f3196ff61c2de7c18cd8efd1ccd41aea15c9;365;364.937.974.400.000.000.000;;;
;;0x5669a7c47b80a463c030ef7156eb72a9d3ed3fc5;363;363.361.973.400.000.000.000;;;
;;0x39d7413b0251cbb20f9a85347fb62ae32418de32;363;362.840.738.900.000.000.000;;;
;;0xb30c55beb687860a72fab08a4bf9d4b93823806c;363;362.559.739.500.000.000.000;;;
;;0x07f8a66088f5051ae2292f81f693d9a92506dc9f;362;362.260.133.200.000.000.000;;;
;;0xf67f939c935d0db6404d19223ca3508de9652769;362;362.230.535.000.000.000.000;;;
;;0x410200382a88d28eb432132123f1b552858b73a7;362;361.948.074.600.000.000.000;;;
;;0xb457a178b64632d27c5e974a9232a75e8aad9b62;362;361.916.892.000.000.000.000;;;
;;0x5fa59f8adda96ad0dfe75fec938411bf0d02444c;362;361.825.434.500.000.000.000;;;
;;0xb8d165b4b760bfd57ae19703d8d3a7cac2d8b5dd;362;361.706.017.300.000.000.000;;;
;;0x13771a444c030e5e6a434bea121ecf9093e1d17b;361;360.778.531.900.000.000.000;;;
;;0x13fe50992871eae5802aff06e25a54eee7fe6bdc;360;359.702.268.900.000.000.000;;;
;;0xd5b52f3b39703324411756a9c3a80d60d97159fb;360;359.612.623.600.000.000.000;;;
;;0x13a14171659a768b31f27cd28f3de9d90592dd33;359;359.316.708.300.000.000.000;;;
;;0x80d830b4528c5f0b2955ab271befcf0f10d5f59d;359;359.296.681.600.000.000.000;;;
;;0x4adeaa9bf9574a4f493c5ef74bba74e7805339a6;359;359.090.317.800.000.000.000;;;
;;0x2b40f892a5b8aefdf9868317330ca0f956f70d2b;359;359.027.824.600.000.000.000;;;
;;0x5c3573595f8d98dba39a666427945c8a045cd28e;358;357.846.809.900.000.000.000;;;
;;0xb74e4600da011a730ef05686871ab868a013e9f9;358;357.511.295.700.000.000.000;;;
;;0x97d164b065dbb38533a1f12afb5538ca4d32e4c6;357;357.251.870.100.000.000.000;;;
;;0x55d30c209fc352e67a394e447eea3b454ec7e635;357;356.835.930.400.000.000.000;;;
;;0x6b953287fee4f9d8f5963c571247ed4ed07ad994;357;356.564.476.600.000.000.000;;;
;;0x3002bf5433f9469502af05996d3e545de08827d8;356;356.298.839.300.000.000.000;;;
;;0xb7200e7d8da185f353bd3e506b358642bf1721c8;356;356.199.391.500.000.000.000;;;
;;0x0ac0609edd5624f5e7c2ec19c2b3c11b0e0b1995;355;355.198.916.200.000.000.000;;;
;;0xe311e6a5018e5207d293276fc71357b66df8ecdf;355;354.731.654.200.000.000.000;;;
;;0x227d0a3d4c28f5dc4a18ee9d331e5769ebb99e8c;354;354.336.476.500.000.000.000;;;
;;0x0c65b7cf7c2cf88c245ae6250f1c2405f6908f38;354;354.171.445.800.000.000.000;;;
;;0x32e2c7b915c31c490a4d725ad2d64b141c7f52ef;354;353.771.675.800.000.000.000;;;
;;0x6c061942a9677005e4fcfdcff682a3903c076d41;352;352.023.083.700.000.000.000;;;
;;0x9d46d34edad201785f39c149c399b4812c98566d;352;351.976.486.300.000.000.000;;;
;;0xf09b437e6638e32af74739ff5645ac5b31f26f55;352;351.936.723.000.000.000.000;;;
;;0x0d0d14b201cefe526b0c90f411c4d6a529d749e8;352;351.512.508.900.000.000.000;;;
;;0xd9c101218066db0e7a680bfe58e9ca5355838c6e;351;351.141.831.200.000.000.000;;;
;;0xa821e9dab8dfdc06826891b247f9b8b69f4add1f;351;351.001.462.700.000.000.000;;;
;;0xab5ccbe8197cf2936f01433b4afcc8191d2eddd7;351;350.645.082.700.000.000.000;;;
;;0x3b7ad92771a348599a7ba38d0a3c35b59fddfd57;350;350.416.707.000.000.000.000;;;
;;0x23694ddb6c7708a2d5d813748f56b1eca13255a5;350;350.000.000.000.000.000.000;;;
;;0xe23b79f485b5f3fecc6bbb792b02c8fa0654b75a;350;350.000.000.000.000.000.000;;;
;;0x98656c81e727edbd71ea3e8c3549b7e6f3af7006;350;349.744.601.600.000.000.000;;;
;;0xe46e93a5c11890b6e34927837c44839bde839654;349;349.493.543.000.000.000.000;;;
;;0x82c6737ce1b12e3cec373b421521c86bff3ae2f0;349;349.279.870.500.000.000.000;;;
;;0x9a473844c15078743f400e8cec0397d5d031e0fe;349;348.601.219.000.000.000.000;;;
;;0xb5128dc3d8228fe680d5acba260a6a976c55b1fc;348;348.028.786.900.000.000.000;;;
;;0x1c81eb10b0ac66e7d67b0be81a8a7cfb7e1f5e69;347;347.472.931.300.000.000.000;;;
;;0xc6f65b6f6d1c615ef78d8e1eb82c1d50f9b502ca;347;347.430.486.400.000.000.000;;;
;;0x573ecd77955d4de975da15b9e96818d58e7c7a46;347;347.377.362.800.000.000.000;;;
;;0x8be427a6c02d4fb076c900b470686776b3ec88b3;347;347.248.690.400.000.000.000;;;
;;0x211bb9d444f5ef0f7173d0b6cb5da5a1e89e8cf8;347;346.721.718.300.000.000.000;;;
;;0xa65ea4a775086954ef945ea733505cb2f5880f1b;346;346.139.068.000.000.000.000;;;
;;0x115bbc91ed709ff6d7b03807e70d910d4f9d9353;346;346.028.675.700.000.000.000;;;
;;0xa74805fe0282ec6dd97cd58ecde12011877c903b;346;345.574.497.600.000.000.000;;;
;;0x2898a14823903b3cd0596cec2dddd552cf9bb2a1;346;345.558.629.500.000.000.000;;;
;;0x5990c8254ac5fc02d2f016ad834ddb5776bcf5d9;345;345.041.045.300.000.000.000;;;
;;0xd9ab5be29bdb43355e50eda5bdf70f582f18d84d;345;344.802.164.400.000.000.000;;;
;;0x305586eacb0e37bde594321a5a7e41c9866467cf;345;344.556.828.000.000.000.000;;;
;;0x31b2c95bb79d47955561febe7005932027a698eb;344;344.233.178.200.000.000.000;;;
;;0x8b26fdd7fb314ae8e6d04888c3dc837249ee6a33;344;344.160.360.500.000.000.000;;;
;;0xba61e92c0bb76ff7df3337b5c9a4fee6728dcdbd;344;343.689.955.500.000.000.000;;;
;;0x91c9e198f7908d31bfcb85d7c79a21461491b49b;343;343.465.135.200.000.000.000;;;
;;0x6327c733e43d6223ad2dc1909e8f738cad56658a;343;343.228.841.400.000.000.000;;;
;;0x36eca8d16b13ab17d2014f02935b7ab823215b1d;343;342.726.153.100.000.000.000;;;
;;0xd0c938773fe728111be163c951efe584577ac284;343;342.526.541.400.000.000.000;;;
;;0xe9c78a720c3745920f2eb2818830d967155e516a;342;342.419.069.800.000.000.000;;;
;;0xfa4e0a927f05e3a20cb44ef3faa05edf3f5c7861;342;342.263.556.200.000.000.000;;;
;;0xaf61a79879ce88795c97461686f9cb0b1f74dc18;341;340.705.126.200.000.000.000;;;
;;0xca1c45aeec9677144ca91acb605e938844f3a601;339;339.314.504.400.000.000.000;;;
;;0x75eb6a0c7c6e44930bc84edbde3750e75084c6bc;338;338.217.246.800.000.000.000;;;
;;0x12ea7784960b78896c291bf09c4e216fafb0445e;338;338.107.766.300.000.000.000;;;
;;0x94634360b72b8140108d464399a21f6cdf234cdd;338;337.725.982.300.000.000.000;;;
;;0x159c517276c1fc9d78f8c1fe281c2fcaa1f16155;338;337.529.970.600.000.000.000;;;
;;0x03618f9c34494cea92ba7cfcdfdc071e49606302;337;336.842.333.500.000.000.000;;;
;;0x91bc1ce0b1bf2d5aadd5c03f313b29422192fb25;337;336.582.308.700.000.000.000;;;
;;0xedc7ab1d4efbaca32a946ecf5ff03ffa652f83d7;336;335.919.560.600.000.000.000;;;
;;0x92b16012e949b93e57b564e858c30140565420f9;335;334.871.430.100.000.000.000;;;
;;0xb4efc11045631a9e422b7be1278349ccfd57b8eb;334;333.658.544.800.000.000.000;;;
;;0xe8400a5db9b84cb6e5b20434107fda7591fca451;334;333.543.786.500.000.000.000;;;
;;0x8b80d2ba4e6f8ef82933b0e4cac775de4fc8d787;334;333.504.574.500.000.000.000;;;
;;0xb59c0a15087b5167cf87d0e4ab49171f8bebd77c;334;333.500.000.000.000.000.000;;;
;;0xc7c8457724aac820b05f01bc1cc1ce69069dd3ec;333;332.887.536.700.000.000.000;;;
;;0x3ee59df90e820ae65d2c634febb6265845f800a8;333;332.657.979.200.000.000.000;;;
;;0x1bde03cbb85b8a5a381e6c560377f90560dcda90;332;331.742.796.000.000.000.000;;;
;;0xe05d2f4a1f84322d35097accc6255dcf940ebcd5;331;331.340.893.200.000.000.000;;;
;;0x59a6ab13e4c48e0c53ec1e02499ecd5218e7a529;331;331.027.195.100.000.000.000;;;
;;0x9ded053b7bc67463741fbb9d9e27d98970764e62;331;330.784.971.600.000.000.000;;;
;;0x486f8b613de01835744f52e07691336371d3b425;330;330.393.652.600.000.000.000;;;
;;0x3ac29b95d04f543ef152b3eca4da72f9b3f62c9c;330;330.329.737.600.000.000.000;;;
;;0x953ce63af75bdd6edb02c70cb08e71a792d127d5;330;330.025.834.000.000.000.000;;;
;;0xffe11165c01040b434403a44f6fc8cb562df984f;330;329.586.905.800.000.000.000;;;
;;0xa56a0386d843e9a842b7d0cb016698951d7db61d;329;328.890.197.400.000.000.000;;;
;;0x1f69e9811c386c9acc36cc19fd6d577616ec209a;328;328.425.438.000.000.000.000;;;
;;0xab8450dd00313a9c03cd93552e180bb24fd48671;327;327.266.809.100.000.000.000;;;
;;0xe142515d9c881afc71090e37c0799002415d5f45;327;326.621.063.800.000.000.000;;;
;;0x91b3e51e1bcef429295586992c3b0b3a01ba38a3;326;326.331.685.400.000.000.000;;;
;;0x6d32565a11bd183eab5fa76dd1cc89daa67a2c89;326;326.298.374.100.000.000.000;;;
;;0xd2f3a7fa3b163762cd39306a37122167960a1ea2;326;326.294.583.100.000.000.000;;;
;;0x8bd2b9ba9ef51a145f44077b24096e6084dc1ecc;326;325.908.574.600.000.000.000;;;
;;0xd700e634245bd5f62ccdff60b226af70ac164092;325;325.471.395.300.000.000.000;;;
;;0xa131645632c0bac6752a728fa91484da1a812130;325;324.964.375.100.000.000.000;;;
;;0x4a5e0ac2cf283ecbe8a80ddcdc4ed61ac7b2fdac;325;324.610.987.000.000.000.000;;;
;;0xf575b4f0078f86eaab5589162fc120fa20d301e1;324;324.062.525.600.000.000.000;;;
;;0xa00796a99f946f1aeea7ab880e8835812e71e090;324;323.971.667.100.000.000.000;;;
;;0xc32150145fa42273047f6f98505ce834972892ae;324;323.890.402.700.000.000.000;;;
;;0xc19100d14730bcac82402fa3fc27f1870ce6acae;324;323.829.030.600.000.000.000;;;
;;0x1aa68c928506c924bed3103b9656ad7cf8cf110e;324;323.763.794.100.000.000.000;;;
;;0xd8e50ac5b0fe655583759c94126dc150585a9778;323;322.528.193.600.000.000.000;;;
;;0xd42563e7ebfd9ff036edf15f319433c64360014a;322;322.475.220.700.000.000.000;;;
;;0x63094d547fc083ab00e53296f0e0bfbbfe1be586;322;322.405.522.700.000.000.000;;;
;;0x26d7af9f634e382638507f2d475d6196e3fbb389;322;321.684.912.000.000.000.000;;;
;;0x694a2cdb45a3418b6ca9eb8ba015d51bbe0405df;322;321.683.882.300.000.000.000;;;
;;0x8fac7d5b69f376a6a16a79b826d823a7ef62d412;321;321.315.373.900.000.000.000;;;
;;0x13b97e36fa9c74aa7a1412c93efa58ae87e7ffd7;321;321.273.121.000.000.000.000;;;
;;0x746ae7eadbba6946bc8f2db0be9bc5e6bb6667bc;321;320.839.172.100.000.000.000;;;
;;0x2b47f11dc8fedfd3fa0cbd641a5d54d8c4e22a95;321;320.827.770.100.000.000.000;;;
;;0x5826ad5ed3f21ec38148034189d89dd35ae5343f;321;320.568.398.400.000.000.000;;;
;;0xb145c688bdbbd0b1d51a69b92d87b5911e3d457e;320;320.008.513.200.000.000.000;;;
;;0xa9bac50da0ec331c05c867df0adc4a22df771da2;320;319.655.529.900.000.000.000;;;
;;0xa58975a5dba72dfa56765faf93ec75080223df79;319;319.410.024.400.000.000.000;;;
;;0x6c465a79c499e4910b3aa8d834714cd7171acb8a;319;319.398.000.300.000.000.000;;;
;;0xe0537d67f3664cf181389ad727c46bbeaf15aa50;319;319.364.706.600.000.000.000;;;
;;0xe22455953bd15ff107d4216c1f4e781dcb9237ab;319;319.299.959.800.000.000.000;;;
;;0xa3b30d541d196c83d591b06bbfdf339135ff9ac1;318;318.099.519.700.000.000.000;;;
;;0x3e0f53ff50a02ad87d423a33c5eb2f8ea104af25;318;318.093.569.500.000.000.000;;;
;;0x48ca657c57becf410491ef4c5b272f7d919f7bc7;318;317.530.081.000.000.000.000;;;
;;0x98cbebe15881936a5bf3e4fe3f616dbabe457230;317;317.183.656.500.000.000.000;;;
;;0xcd02e734da0cb32e633fca5210fc6ab8887426ae;317;317.058.230.300.000.000.000;;;
;;0x959d9cecf8d7242ba2824ff496b1f809ee5e5a3c;317;316.818.038.400.000.000.000;;;
;;0xbdb1df8edd59fbecdda09a9394e11db754a1f224;317;316.575.311.000.000.000.000;;;
;;0x2cb2271eb08b6cb0cb23d22cc6ad19d9bef1f1fc;316;316.497.417.600.000.000.000;;;
;;0xe05b1ce18df607da4a44c29688e2e64ca29cafdf;316;316.440.317.600.000.000.000;;;
;;0xe8bf0b3d381c0ca16b4e7afcbdbacd74400a9142;316;316.074.572.900.000.000.000;;;
;;0x80599ca78aa30ff6a9c2524b7d83c9daa56ae104;315;315.497.501.000.000.000.000;;;
;;0x2259abb2cb62c42bd2ff41f8cb89a2331f6b0205;315;315.429.028.400.000.000.000;;;
;;0x290407de87c55da5b5f16f21e53ea1a3cf5accf8;315;315.400.424.500.000.000.000;;;
;;0x6cc2a0a58d3972bb520a5d6ef37f46f02a3f0a93;315;314.897.514.500.000.000.000;;;
;;0x03d2983ad60ddc686fa0d63583482d88aeb76bb5;314;314.330.791.900.000.000.000;;;
;;0xe2ad9811281d735165384526bd53c52afbb697a4;314;314.182.665.700.000.000.000;;;
;;0x46366109c48c9a36f2b8b05ee130957af87999e3;314;313.677.274.600.000.000.000;;;
;;0xe4738633f7de51d814cfecbac549114fdb3e7d0b;313;312.821.932.600.000.000.000;;;
;;0xd4f2c8f88dd520bfe8932bfc8d75d4ac9e7f1ce0;313;312.637.858.500.000.000.000;;;
;;0xd78543efc86050a34f3d239ba5b7c5874782ba3b;312;312.131.737.100.000.000.000;;;
;;0x76fab3778f07d1b28e4eeafac74c1b3fb50bb193;312;311.663.285.100.000.000.000;;;
;;0xe05f0df951b96f0e264973e1c444e64d7350c7e3;311;310.807.404.000.000.000.000;;;
;;0x4723d524fbb85d8cd9e567ecd3369746d6423dfb;311;310.605.580.900.000.000.000;;;
;;0x093c7190779db0060bf579b0f60cf1ab84e4a737;310;310.495.168.600.000.000.000;;;
;;0xb213b702000f0df983459015596babf95619ca1b;310;310.338.691.500.000.000.000;;;
;;0x6c6017be2518c1dafbca37f909f6216478f39121;310;310.007.911.300.000.000.000;;;
;;0xd25ed0d2e2d7d3b44459243bd28d7300d468cca3;310;309.895.920.800.000.000.000;;;
;;0x30f9ae08b5c1f155fccf04ab57a84f305c3940d0;310;309.823.606.300.000.000.000;;;
;;0x55abcfe166cbc98f1203637044c77ff30c3816e2;309;309.441.283.000.000.000.000;;;
;;0x233bdf525f0752978420db8ec71e9a77c0324805;309;309.232.873.600.000.000.000;;;
;;0x19597b4b4010f5de83617de78461692475beae30;309;309.041.939.100.000.000.000;;;
;;0xf4fd2b7297eb17203dd5278acafcd6c86d0bd1c6;309;308.575.588.200.000.000.000;;;
;;0x7c870dbabfb2496dfe9166452b3bf534bb9fed5f;308;308.007.869.800.000.000.000;;;
;;0xb65c017ab4c342f2e210105895127cd9055639f9;307;307.461.037.600.000.000.000;;;
;;0x7f3f91614a6e5165f95f1728e2458f9be7a15a1b;307;306.836.439.200.000.000.000;;;
;;0x29aa710c2ca8916ecef2e774cd6303ead50526d0;307;306.626.906.900.000.000.000;;;
;;0xcfd53555b8adeffccd73d9152a6f1a147f7fb107;307;306.553.034.000.000.000.000;;;
;;0x09c11f311693fc3960e3f9ec30a484fbb0918a61;306;305.926.577.400.000.000.000;;;
;;0xe3fec1bf6a6b257b2c812267dbafb1a8500208e3;305;304.563.546.800.000.000.000;;;
;;0x1c9817fc3ea5d3a3de6ad5e244a54093d8e100b7;304;304.307.657.800.000.000.000;;;
;;0xc55bd66ea9ecafbdfd24f0fc123722c5100ab54e;304;304.062.351.300.000.000.000;;;
;;0xaaef9cd6659b9142ef3e17e3478b17ec10c72e43;303;303.378.670.500.000.000.000;;;
;;0x4def7c19df9cc48c341274e493fd148778ef9309;303;303.004.784.200.000.000.000;;;
;;0x892799363019efad391ead6f7710ea2a8a592a84;303;302.719.759.800.000.000.000;;;
;;0x7872a22f18b75b826cbc4a260ef905d860e94939;302;302.243.995.200.000.000.000;;;
;;0x09ddb62e34fe30dadf01826d9d8f769163834b88;302;302.135.188.800.000.000.000;;;
;;0x8ff3360b29518dd85f00cb36576c88ffcc88b546;302;301.515.456.200.000.000.000;;;
;;0x4edd5e6bd9e5aed888e4b68350d6603323e2bae7;301;301.162.062.500.000.000.000;;;
;;0x753ed8e5e2d4102d31e739c78290300aaf6ca217;301;300.897.734.100.000.000.000;;;
;;0x075c13993f6b8e4df5472677a179532c96fb702b;301;300.798.117.300.000.000.000;;;
;;0x660b53141638c2a02e35b8e1fda28a91032ade46;301;300.781.177.100.000.000.000;;;
;;0xd991af4087c2adb048b60163bf2fb4e6d61b3c85;300;300.351.280.000.000.000.000;;;
;;0x6b223d8bacfddb928036615b06f1e54cb2188586;300;300.187.531.900.000.000.000;;;
;;0x5b0f51bb2c345a771a34c935c0fa9564897b4250;300;300.023.971.700.000.000.000;;;
;;0xe11491777cf2f5e1b23dae5f8cb127d292a3e88e;300;300.000.002.000.000.000.000;;;
;;0x8831b14f1304503c4e695e08eb651d7c9be980e1;300;300.000.000.000.000.000.000;;;
;;0x23ab02a57530b483ea0075e5fd38bd737b874d96;300;300.000.000.000.000.000.000;;;
;;0xfcd6d92abb2cf694203426ec7237569ea7f4b601;300;299.823.299.900.000.000.000;;;
;;0x479cfd10976a48d9d9c397edd092b95f7bda8e90;299;299.370.454.400.000.000.000;;;
;;0xed48cabce443d9251e434843e0f84e8a6823f1ce;299;299.113.307.200.000.000.000;;;
;;0xd51b0f696f7bfb071f903c0df5890bcc846a68eb;299;298.763.254.600.000.000.000;;;
;;0x948f6556bbf4dae9ec31b636159a2b007c06934f;299;298.733.422.100.000.000.000;;;
;;0x76f54a6eaad138afeab20ca09184bdfa428a361b;299;298.731.608.100.000.000.000;;;
;;0x7fdaa97426e3892291aa9bda71b42adb02f73ca0;299;298.591.365.700.000.000.000;;;
;;0xe0c943466cafcb8c4e69121bd8544453d02f48c9;298;298.397.136.800.000.000.000;;;
;;0x5ecdeb2b47488200bf8545712a0e03f12afdddab;298;298.115.931.300.000.000.000;;;
;;0x192a6cc3f5770b40369ba35c331abc599f39b0e2;298;297.888.901.000.000.000.000;;;
