Account Solana;Token Account Solana;HolderAddress BSC;Balance;Balance Decimals;Public Tag;Owner;
;;0xc062614f481adb93e7083117ffe916598c625019;0;132.429.354.000.000.000;;;
;;0x88e92642724980bc0b1ae5e33294aa1ddab3cefd;0;131.701.429.000.000.000;;;
;;0xd05335c4778d9e19c13e46082f78df134c87c038;0;127.854.858.000.000.000;;;
;;0x3c725da77abc5dcb34f3a59b96e4801168b17c0e;0;127.625.728.000.000.000;;;
;;0x975a4c2d5d08d06e93a2cd6833bbfbfd32769911;0;122.562.073.000.000.000;;;
;;0x49730da0fa17bb0010e6e1f88ad76fbf37d296ee;0;119.069.326.000.000.000;;;
;;0xddd48732b87d03f4d0e836672f04e6fbd6e65765;0;113.871.228.000.000.000;;;
;;0x401c4fddd615c9af148f2614e078f27830d06d00;0;110.937.632.000.000.000;;;
;;0x3f8bfe22c5439ea09cd6c78cbe3401c2e6a0a350;0;106.982.976.000.000.000;;;
;;0x013b4c9acdf249ad4756a8bb5570fb53bcafa2fb;0;105.618.631.000.000.000;;;
;;0xbdb7596f92d623351548f7629d2984be4ab4ae0f;0;105.075.432.000.000.000;;;
;;0xb81bd380cbf82cb3a53a69bfdc0cf8a392ade70f;0;103.533.215.000.000.000;;;
;;0x5598abf8487e5b9c37670c25341590c02422d92c;0;102.894.819.000.000.000;;;
;;0x31a09a435179efe4f085b33bd1b50f0d04d172f6;0;101.307.942.000.000.000;;;
;;0x1d4c295273d47ea465950235d518f233d2b4a6bb;0;100.931.382.000.000.000;;;
;;0xdb444ff577c94e37a6e7cbccf84b288cd876b027;0;100.000.000.000.000.000;;;
;;0x651cf3fa41e61e7cc3d03268b712636ed707d54f;0;100.000.000.000.000.000;;;
;;0xaea8959d54bccaa1aca97d89af37bb32b2756437;0;96.054.381.000.000.000;;;
;;0x89cf8e2c3d31b731b93d22a6323c5b50ca161d19;0;95.526.772.000.000.000;;;
;;0x0b481cf1fcdd6d4606dc7f8ec4587273262b1083;0;86.667.764.000.000.000;;;
;;0x115d1d01a446639df4834d3c6a606c4267efa25a;0;81.444.676.000.000.000;;;
;;0xd10b46d21b36f7dbf447d4e9d480e98c3fc89d18;0;81.409.917.000.000.000;;;
;;0x9184329168de062dbc2865fddfcd29a9a2ba08d8;0;80.412.339.000.000.000;;;
;;0x1052d0fb5fdae8bee6fb308fbb95871655cdd0eb;0;78.727.449.000.000.000;;;
;;0xabdb8daef4ccc5002e3de3c55a6ad5a88cb6f24c;0;76.836.827.000.000.000;;;
;;0xd8386889366c7b4dc652140aba8c39b79546ba77;0;76.586.090.000.000.000;;;
;;0xb66e82657d3a120b37a70da6628097e2c457445a;0;76.404.910.000.000.000;;;
;;0xb3186f230498176d785d814303cc94f593158b6d;0;74.379.457.000.000.000;;;
;;0xea6be10f3779a2445f33881e1a4eb4f2764f54f8;0;72.379.824.000.000.000;;;
;;0x7da1f09e9b446a8ba27c339a1c3b70c7357c9d26;0;71.938.240.000.000.000;;;
;;0x8e4e0fecac5203c51b4ea556b601b68de9084600;0;71.361.446.000.000.000;;;
;;0xb432e712c41bb356b0c6518e4542df6dc00c07ad;0;69.702.034.000.000.000;;;
;;0x6108622959aa650169c1114901305d2325acd66b;0;68.621.453.000.000.000;;;
;;0x9423c157d9e02463405d5e9cb305dd832e281ff5;0;66.773.017.000.000.000;;;
;;0x80e1810c163405f4c986076723e9270307601861;0;65.336.298.000.000.000;;;
;;0x794ae1ad2afc00eb67f6c28c6f55e08bf3d20f8d;0;65.060.032.000.000.000;;;
;;0x27b895e45ec2b71ec1a3eaa3df39318c62aaa340;0;62.913.524.000.000.000;;;
;;0x87ff07cf32af38d6d6b42de54bf53653da74dd43;0;62.500.160.000.000.000;;;
;;0xb1f7414494ff68d69731163946238c811ddc6528;0;61.600.998.000.000.000;;;
;;0xaf749304898ca9fd86958542bc5350fa29cae64a;0;61.223.540.000.000.000;;;
;;0x019295205cfba1a8ed9a0cf0037409cdbc6b1d29;0;60.237.952.000.000.000;;;
;;0x61c7fab64dbd72f8482ab1204b2c1ca0bfd3260b;0;57.667.234.000.000.000;;;
;;0x66fb040c3f33fc7841e25835af5bc9abc9450ef1;0;57.273.719.000.000.000;;;
;;0x474c5bc72a2a0c7bbef602e21de83afcf591d041;0;57.261.907.000.000.000;;;
;;0xb23414bef6fb6afe03e45cb031ad4c82adcb6a22;0;57.243.717.000.000.000;;;
;;0xf2a6a763227ec91b8fee241683d4a23c6c740f61;0;57.122.986.000.000.000;;;
;;0xb3c2ed72e5cd635ff7e51612f3aaf15962d78219;0;55.763.375.000.000.000;;;
;;0x66874683a8eaa10c200dcdf186cc21fcceeb6823;0;51.637.719.000.000.000;;;
;;0x109eae9488bcb192bc82cb064777bb38632a8f9c;0;50.091.333.000.000.000;;;
;;0xbbed350e3b403cf3d73b8b83c7805d23f9a64446;0;49.817.958.000.000.000;;;
;;0xe166b725ad430f7ecbc58fe93c89e2c60b3c8aa2;0;46.076.263.000.000.000;;;
;;0x6274bfa0e46b49ca12f32e8847eec7f653bb6eee;0;45.351.435.000.000.000;;;
;;0xbb423c9e55650c1459db83ed014ae9188f0d712e;0;44.872.870.000.000.000;;;
;;0xb135a605ca00c7cbc3513faaa4e4247701e0fa6b;0;41.735.259.000.000.000;;;
;;0x2cef89970cbdaeb3b374d8761e21f25d0c30b358;0;40.721.334.000.000.000;;;
;;0x7b5e8f9de6341fb8c8c2aecaf605c4146ee65515;0;39.130.349.000.000.000;;;
;;0x405f8e436933a9dce703cc4d69e698d33f8d6e63;0;38.632.679.000.000.000;;;
;;0x420ab4f9636d3336ea41c1aad9956abf13477d26;0;35.089.688.000.000.000;;;
;;0x27f9f6fda8f78bc50c8f51289114f727b8c0a8b8;0;32.455.014.000.000.000;;;
;;0x1b36ed923f80cfa82ef0c78f1a99ba7bbd52097b;0;31.726.358.000.000.000;;;
;;0xa01cc20fc753bc663c93598296008ccc238a8fb6;0;31.362.955.000.000.000;;;
;;0x37a5eae72510095011982a01bc8a64f091bb0e97;0;29.949.887.000.000.000;;;
;;0x4c896689039f4047a45dce6faff2282665bbfb4a;0;29.556.135.000.000.000;;;
;;0x79da29b2cfb700db87d6476d4adb7f75ef8d2c5e;0;28.682.979.000.000.000;;;
;;0x21dab6cbed4aa8b1db36dcb2d68fa406455583c5;0;28.210.752.000.000.000;;;
;;0x0a949af64acdb3f78c8a529ec16180475c7119c0;0;27.909.595.000.000.000;;;
;;0x441e6581d1b4869abb80188b9cf5223e77ab0302;0;27.664.202.000.000.000;;;
;;0x33ae26d7a1773ba37ca05ea1c457ea6adc83ccaa;0;27.633.868.000.000.000;;;
;;0x38206e42d0b06028f1a3b8de39c4430fb26e1e95;0;26.369.364.000.000.000;;;
;;0x7590c2c2fa859b0b2497efb1e6ba9317c98dc08a;0;25.775.262.000.000.000;;;
;;0x1c692937e534469b9bcfcf177f532f808a03e96c;0;24.591.034.000.000.000;;;
;;0xdb27fb4f6b4039be3760ffc0fab0f0ab44514ac7;0;24.124.342.000.000.000;;;
;;0x80615b128b824b12476ca69bf5d7600c3a6de936;0;22.154.648.000.000.000;;;
;;0xb4f8632bfb029e4d6ff2f345d679f7fe0a358e18;0;21.029.769.000.000.000;;;
;;0x336c5bfefdc190205bb065aecd1f4e4fc577c5a9;0;20.277.831.000.000.000;;;
;;0xd446039399c6f9ead664bf0f96e67f6918a96c8b;0;19.417.389.000.000.000;;;
;;0x1db88c055229151b17f8d56962374633b755612b;0;18.499.870.000.000.000;;;
;;0xb2f6163077d1293b0ce3bfdeeb5feb01c1881bf3;0;16.740.558.000.000.000;;;
;;0x0867c68c90968a3ee9590d4445c002ee1c5fce3e;0;15.885.192.000.000.000;;;
;;0x3a40954b9f40bc3a6156e253028859cb1dbce4fb;0;15.798.308.000.000.000;;;
;;0x68c50d2f5dd0a717848b33dbd4d142137d0abc62;0;12.042.271.000.000.000;;;
;;0xf33de9fc020dfd133e0582dfe10cf98dcae296bf;0;11.210.910.000.000.000;;;
;;0xdd063af65efa219c3c745274f13fb230929f1ecf;0;10.790.219.000.000.000;;;
;;0x9b858be6e3047d88820f439b240deac2418a2551;0;10.715.351.000.000.000;;;
;;0x2f65d1a829263c8c8e89e180c0a419e83ef489ae;0;10.000.000.000.000.000;;;
;;0x42b844dcce1cead0401d3e9ed4842e750240e28e;0;9.567.871.000.000.000;;;
;;0xd7d067db7056238f5e266891e63a8db93385cb29;0;9.467.102.000.000.000;;;
;;0x28c5ce26b93a723fdfdd594bbd9ccc6b869b57ea;0;9.311.220.000.000.000;;;
;;0xa073d3de7138d0172cab04eb79aab385b19d24c9;0;8.964.713.000.000.000;;;
;;0x819407d2f0a53709a938c0c525c9d0454c8bb94c;0;8.753.897.000.000.000;;;
;;0x318bb0954ece4c1101bd2bbcda4749e96722f2a2;0;8.741.854.000.000.000;;;
;;0x707a057cde6b791a67753ef74f9f3489a94612ec;0;8.488.506.000.000.000;;;
;;0x4af0273e2a6a874af9269886a1d758af194ac746;0;8.157.746.000.000.000;;;
;;0xca97ab32148568b87d14cc5b0b5dfa730be7952d;0;8.130.296.000.000.000;;;
;;0x2e9f4273ebd4bfcb8a31b2d4f1b0fc4757b6dc4f;0;8.087.106.000.000.000;;;
;;0x4216f81210c8217767ecb1bb309a516f0f3bb18b;0;8.069.707.000.000.000;;;
;;0xef9fc02e546f626d324f6f6f2c5af97882624b47;0;7.931.628.000.000.000;;;
;;0x3b63ab00bfd146a775e4e2057c9aefdb31de3800;0;7.929.089.000.000.000;;;
;;0x96a9108b73749bddbaa885187677c498002b645b;0;7.457.946.000.000.000;;;
;;0x47a26ecc80318cf16ba01d649f872b9fa4b2c597;0;7.315.527.000.000.000;;;
;;0x166afd40b339d4ff4e576975b1e437180bc83d44;0;7.239.019.000.000.000;;;
;;0x5b4d674444df8666e661d8038ed8a1a0dbbcb9d3;0;7.106.887.000.000.000;;;
;;0x3a8a8e67b10149d81f784982ef329bf71555f9e6;0;7.000.000.000.000.000;;;
;;0xa9fee8f645224c1fe41d6206e28de2742320789f;0;6.833.190.000.000.000;;;
;;0xd6d30f7cd46ac3cdc031af62dd5043eec396b2ef;0;6.676.978.000.000.000;;;
;;0x16c7d5d844e007b48151170ebe004f27d77be71c;0;6.652.996.000.000.000;;;
;;0x084e44eef19b40996a14f0e0055f156ca97daef5;0;6.565.489.000.000.000;;;
;;0xec7fdc1b886b770d6e6d6e40eb9d0557978ecefa;0;6.546.259.000.000.000;;;
;;0x3ddd78977410c1a673fc0376cfd7bc53293aee46;0;6.367.111.000.000.000;;;
;;0x1a4d7edd6c98d7fbd74887e83dfd529a9a2e8ac4;0;6.158.663.000.000.000;;;
;;0xe507918118aaf2a4964e9198b1de0974c42794d6;0;5.938.939.000.000.000;;;
;;0x152cae1f3f8e594c731a4764a5f7091e8277358f;0;5.436.638.000.000.000;;;
;;0xee3b0cda851693a65fe143e7959ed73f5d8c12a0;0;5.179.303.000.000.000;;;
;;0x95836c475738566c8d332f56e09d770e2ca9697d;0;5.154.683.000.000.000;;;
;;0xeff1a72f3ec020a92ac5b77d8e6cc3cc62131173;0;5.136.102.000.000.000;;;
;;0x24a20db11ec20ae32d3ae434bc2d2cf979f7aba6;0;5.029.467.000.000.000;;;
;;0xcc2f8f05c1a65272157559113ebdbe176ca23532;0;4.593.196.000.000.000;;;
;;0x70230dbf071a465b28a8f4f6754d79c76644a4f1;0;4.496.195.000.000.000;;;
;;0x4701d6cdaff0fc3de3fc85c993ead24f38195e4e;0;4.128.122.000.000.000;;;
;;0x3128141237925f85d1889fc7369ba2ecdfe8ae91;0;4.123.599.000.000.000;;;
;;0xdb21ad669b0164b553c2969bba6a84c5b1f38ddf;0;3.929.847.000.000.000;;;
;;0x99cf8cd41b957ecd2f0ec37dbdd3ecfc1c017c01;0;3.905.714.000.000.000;;;
;;0x3a7b390c5302e7080c3d21d90f9c226ac9a06556;0;3.791.789.000.000.000;;;
;;0x6ece21be1f49cfb3a4cc9ff95ec5bc0791311992;0;3.778.823.000.000.000;;;
;;0x5063d00b23808f2480d30aa4759700539858ef40;0;3.706.155.000.000.000;;;
;;0x8e2b1c21be47dc28f7f335e162407b00d9dbdb27;0;3.616.901.000.000.000;;;
;;0x3d505f8a93241e4f93e31746315852e15e5eae85;0;3.616.137.000.000.000;;;
;;0x5d39b953819239884776085ee92e0cb8d7251be0;0;3.593.601.000.000.000;;;
;;0x332b13f9767dff1a1a407ea215bb4b65abd9b32c;0;3.259.980.000.000.000;;;
;;0x0f4fbf9e2e96da42d667a771d713fd672d6768ac;0;3.200.000.000.000.000;;;
;;0xa584f91b49866cfb4cc83ebce6eafcb1ff17a425;0;3.164.244.000.000.000;;;
;;0xd63a3e7867a83af4372a476592d675de94e6fff6;0;3.002.078.000.000.000;;;
;;0xe4f3ad1492fc5f1234a7a0fee60a05d99114e478;0;2.814.365.000.000.000;;;
;;0x5ea768078336b886dc268aa75d8b03c719d61cc3;0;2.687.158.000.000.000;;;
;;0x273b5f5c1eec8d2527e0f8020140e5b785d0f8fc;0;2.671.587.000.000.000;;;
;;0x168ed78f8e3bb7f09553afb9efd91c9a099df891;0;2.561.332.000.000.000;;;
;;0xa4f71b2e844a17f572d22016daa9d97807534888;0;2.535.027.000.000.000;;;
;;0xecaa26d5c5c8966a03b35ca64e3e66f53541327d;0;2.458.601.000.000.000;;;
;;0x2f6fd5f81c8730413137a47342b35c2026a10170;0;2.321.549.000.000.000;;;
;;0x57cc5fc702d1d086b176551c507b23128747b289;0;2.255.762.000.000.000;;;
;;0xc8fe395cbaf41c78d4465f29b6b44139a95a1b2a;0;2.107.491.000.000.000;;;
;;0x299588abb2720a09dc48f99624f738f5e50bc56c;0;2.069.392.000.000.000;;;
;;0x0e24d55685d82ae8ec057053533ee9ce855e9c15;0;1.989.153.000.000.000;;;
;;0x391edddc6e9f4d89f9523f183eec1163563e8704;0;1.979.481.000.000.000;;;
;;0xb734700570f171afca149ecd53cc711fac1c8323;0;1.876.041.000.000.000;;;
;;0xddb4a45624728250389b256595df0d7d1d6e4384;0;1.800.010.000.000.000;;;
;;0xd54f4d552eb191f3cc374c35d91664d4b0a02814;0;1.800.009.000.000.000;;;
;;0x05bd5bb8e5f6c397d643350db44d35fab321d46f;0;1.800.008.000.000.000;;;
;;0x6881f113d5884fa8e0a893292d6d36a9aeb187d4;0;1.800.007.000.000.000;;;
;;0x550c4c6b29828c4849718328378b5abeb72d8d34;0;1.800.007.000.000.000;;;
;;0xd0cea525f704ee24a4b6cbb74b90a85b716c0dc9;0;1.800.006.000.000.000;;;
;;0x6c962cf4fe0968d962c37e23acbb659ed3e658c3;0;1.800.005.000.000.000;;;
;;0xf6dba0d174b663a113fb680e56670cdf08a47507;0;1.767.534.000.000.000;;;
;;0x73c9a9f28c47c6736c4158d556b22151adec4664;0;1.744.810.000.000.000;;;
;;0x2199cbe1cad2558168f87aa6f62ee6a9009d44c9;0;1.689.163.000.000.000;;;
;;0x5d138206d0d1c2a59c698ce7003a83590a1ebf27;0;1.519.695.000.000.000;;;
;;0x1b39c7e99c76bee48727f82a19a55fe782d40d95;0;1.496.083.000.000.000;;;
;;0x9cafd3b678f092c1b76cfb79cf0a064beebe339a;0;1.417.141.000.000.000;;;
;;0x4b7f86787035d514ada24a9693dea8d36d4782ce;0;1.317.700.000.000.000;;;
;;0x75bb9c30b764686b3e778285a738599ce4bd51ef;0;1.266.620.000.000.000;;;
;;0x94396eb02507fa2118aadb7544798a70894daa8c;0;1.252.446.000.000.000;;;
;;0xd08a01ceccca85ed71fc282c3ca3d0360cd1f496;0;1.032.449.000.000.000;;;
;;0xfb23f070bdfaf529a9f3cf33b8e6a3d611d4a6c7;0;933.101.000.000.000;;;
;;0x0f29710b97efb673a227fbda94bd62e252da0350;0;901.270.000.000.000;;;
;;0x42e6d9a69d4dbd7c35f4613108d0254bbceb7d54;0;863.112.000.000.000;;;
;;0xe8213ad98afcf31c58f55e2dec244e991ad67479;0;839.305.000.000.000;;;
;;0xc8d5cf84e1aa38ffa9e5e532fc97b2f6e1c4740c;0;833.371.000.000.000;;;
;;0x309a2791fde9b5e1a80e1f69f843eadf14ca3aff;0;807.139.000.000.000;;;
;;0xfb867133501696c9ded1d98d1df74b325bc77532;0;791.413.000.000.000;;;
;;0x30273fe97daa77d2345645982797c4cf9d1ba111;0;689.954.000.000.000;;;
;;0x5151a6bc7b623b768173ea5dcb7c9b0a0e49debb;0;666.950.000.000.000;;;
;;0x9d51fadfe748c139087df166b6b0917cd4531e8a;0;494.820.000.000.000;;;
;;0x67f2a865b179bc1c8b4e1a5bc783451012144368;0;424.253.000.000.000;;;
;;0xa218ab5a8bf5249816dcf51e31e94e0b970d822f;0;409.168.000.000.000;;;
;;0x3b60e3a06af5aa4da178aade658211a0d3f51222;0;395.034.000.000.000;;;
;;0xa3a588f07de4e9982b4a7a61db3d8a83a35178a2;0;375.750.000.000.000;;;
;;0x296af7c97512c336e471a6caf22db12c312edbbe;0;342.080.000.000.000;;;
;;0xd628e126e3b1f9b1438d25b2467e11ad36680414;0;337.446.000.000.000;;;
;;0xbbff6e5aa36641fc335c60d4549478b9f4a14ef9;0;318.368.000.000.000;;;
;;0xe6767b4b7d04c035a7652f937b08ee28d6c70bd3;0;257.864.000.000.000;;;
;;0xd3ac4584c2966da9101b7c950d0daf69645a680a;0;160.529.000.000.000;;;
;;0x000000000023599274812f77725fbe7a8b4bdd47;0;146.235.000.000.000;;;
;;0xcdd86d787229039dce3ab63ad701d6777c889340;0;108.638.000.000.000;;;
;;0x857966be855a4d7a771aab6b012a01bf284dce52;0;96.800.000.000.000;;;
;;0xfa736732b65d31c028aa29fdb2c65218ed7d75bd;0;94.700.000.000.000;;;
;;0x8b60806dabab51ae46e9e5e8a1c68e8b318e1cdb;0;89.800.000.000.000;;;
;;0x33ca8db607ab8e3bfffda711fef608f79ec4d74e;0;88.900.000.000.000;;;
;;0x2d48094a719e139077737bfadb5fef1d84d0e9d4;0;87.900.000.000.000;;;
;;0x6fd0d4e24a74b899574a49d91aecc656c1eb13cd;0;84.100.000.000.000;;;
;;0x000000000b915858ff86d25124716ad676c7cc4a;0;81.500.000.000.000;;;
;;0x06c189af478af248b9e368903b8aa56ab6e1287d;0;80.600.000.000.000;;;
;;0x9bc082e789f7f11419a9841a6b85a12f01288a22;0;80.600.000.000.000;;;
;;0x9aaeb435e9c4a8694add2c0ddbabc4683d16f39a;0;78.500.000.000.000;;;
;;0xa2d528658d4861df3d2310eca0d171feeb13fc43;0;77.600.000.000.000;;;
;;0x0be757287758833110ff7e6279703c1a8b97e971;0;76.800.000.000.000;;;
;;0x687c7140fc2f79820c2a2db99f7bdcb2b114c65e;0;75.600.000.000.000;;;
;;0xf407ab65a99067b4164a015ea0f700ee903fb4c7;0;69.800.000.000.000;;;
;;0xef951d60e7c7b77af600c563619e982d75a07f1d;0;68.800.000.000.000;;;
;;0xdbe1910d0b482185ac6a31a7d7b1ac032d859c40;0;68.600.000.000.000;;;
;;0x17abd4e1d588b0984c9e75dbab265268427e9ad8;0;66.600.000.000.000;;;
;;0xf0d01ee4765bb8276fd8e3ce8cb895444f36c411;0;65.900.000.000.000;;;
;;0x711614667f318677b7da3848b37b6707560b6753;0;63.300.000.000.000;;;
;;0xd7a8cce5c1f8a5bfc6c550596cbc12ab4b6d25e1;0;63.000.000.000.000;;;
;;0x5871553c4634e3ceb2e4587418a03033772f4104;0;59.400.000.000.000;;;
;;0x52160fc88a00183bc4b661de3d09881efb66e585;0;59.300.000.000.000;;;
;;0xd7079aca549f49f391cf5fef6aff341de1967c59;0;57.100.000.000.000;;;
;;0xa06bc0b05462c846b9dbbe70b00bb8ed705c84ab;0;56.000.000.000.000;;;
;;0x24cc11ab8fc656207064ed5182f59552caedabc3;0;50.500.000.000.000;;;
;;0xf6ff17751d18535c50849aa90158ffab124c07f7;0;49.400.000.000.000;;;
;;0x1267fd9cf34589164f578d7e65ad493edda6e92a;0;48.100.000.000.000;;;
;;0x4c19781c5da388009ec7be26e1a0ac357ce23e97;0;47.800.000.000.000;;;
;;0x02c8b31831da71c63054103ae7da5a02cceae1e3;0;47.700.000.000.000;;;
;;0x07f574d12927862ef254ee7bcf4e12eee33e2c77;0;43.300.000.000.000;;;
;;0x6c20132b611164c515dc014e68fda7041e275b9a;0;40.900.000.000.000;;;
;;0x2bfccbfca8d269b6205b0848df04a285e91d90e9;0;38.200.000.000.000;;;
;;0xc66f2bf012061173afd4643e0a312bfeb0680699;0;35.500.000.000.000;;;
;;0x654cbb472fcdb23295276e4b899a3d05f06711c3;0;32.400.000.000.000;;;
;;0x038c22f2b670de6162869d9beb0d4ca4634d5be7;0;31.700.000.000.000;;;
;;0xcf06a5d47fb01fca528baa474a4953f9f92ee333;0;31.700.000.000.000;;;
;;0xe266b6159d0fa0592a4179a865d7f0311bcffd3f;0;27.400.000.000.000;;;
;;0x70e1569cf623d67d34faa9d8d583fcf09c125400;0;27.200.000.000.000;;;
;;0x17e52db741c20ed0f9c680b4ba6b65ae9511cc43;0;26.300.000.000.000;;;
;;0xf68d1b4b470b600afd23212a8c20cddfbc4c5115;0;26.200.000.000.000;;;
;;0x90a7e45c0f618295c4b430230a42bf24981de76f;0;21.900.000.000.000;;;
;;0x15f4b671a232a59b1b1d2edef53ddbe1b7621aec;0;21.600.000.000.000;;;
;;0x4a5452908a268ef00c8393fc362cf1f01f9de22f;0;16.600.000.000.000;;;
;;0x7c6b998467975850e106f105b937353cac63fbeb;0;16.000.000.000.000;;;
;;0xda2f1d318a0c93dcd1f1e3983fdefc0bde86bee7;0;14.700.000.000.000;;;
;;0x9293e7c458044a7fffbdba6fde0319a504358534;0;14.100.000.000.000;;;
;;0x6846955a88d2f2bb382f927f73bfbb860a7657ef;0;10.600.000.000.000;;;
;;0x667d87ce899c15c868dd054c91b3f179ed61fbb9;0;9.650.000.000.000;;;
;;0x89089364a323e50d028c38f1700ba417026b2482;0;9.280.000.000.000;;;
;;0x5735ed02a33e890e29b501ac0261891cc50ffab6;0;9.120.000.000.000;;;
;;0xca42f5d87de96aadd7962c19f93e7eaf32c31038;0;8.760.000.000.000;;;
;;0xd87fd3fdaeb99c803313d296ab905c5f8a25d77b;0;8.700.000.000.000;;;
;;0x103f4781485359cafe2175c8fd95c92c15c401f1;0;8.300.000.000.000;;;
;;0xf2baeee517e4763f15557327bda37b157b0571c1;0;7.890.000.000.000;;;
;;0x6a8dc0383484aab989f1905a34e424b002ad80ea;0;7.480.000.000.000;;;
;;0x7d47fa296c7d558511f88c01efb27b8c43b67e88;0;5.720.000.000.000;;;
;;0xdd53b5df88305c774588cef3ca3804af76919cf1;0;5.670.000.000.000;;;
;;0x75369ddb544989c38029e118d3811c2f15345e17;0;5.620.000.000.000;;;
;;0x2b702ede6afe4600dbdf6dc50ae7a13020515078;0;5.260.000.000.000;;;
;;0xd9eed4f33aaeb43ec69bb25cab17d80b53e09e84;0;4.670.000.000.000;;;
;;0x3bb43c837fab9ae2bf2100a4931ca18c8e42af08;0;4.600.000.000.000;;;
;;0x5d5de0efa8f9696601169de307de9209d495237d;0;4.570.000.000.000;;;
;;0x683b01861fb331a1ef6d9a150116dc808991ce4f;0;4.420.000.000.000;;;
;;0x5d5570498021770aa4b67e54945c2a9b1ddaa9c0;0;4.200.000.000.000;;;
;;0x962c4a4fec3c35aedc9c38bf0119b14aaea04827;0;4.010.000.000.000;;;
;;0x17cb0de63a0c141c90e18acd7ed11e83f1f34266;0;3.940.000.000.000;;;
;;0x4843249257f07db552d8a81522581e2a95c194f5;0;3.240.000.000.000;;;
;;0x0e9b3b0e3e5a09640719e65b5a159520a5612350;0;3.170.000.000.000;;;
;;0x4cc17244d6feb96584c4e91fed8dd74e9b77b468;0;3.080.000.000.000;;;
;;0xf5599697e26c826823aea1a1ed98889b0f08575a;0;2.960.000.000.000;;;
;;0x50d56173ed1dd8b4d4a68c8fd2a20388b5da646f;0;2.650.000.000.000;;;
;;0x39111fb24750f704cc4ad555554d7752e244efce;0;2.060.000.000.000;;;
;;0x595c5a6964e4b7fd46e521f9af19e9ff9bb9472a;0;1.990.000.000.000;;;
;;0x033bcebedd0626bcdc4a39e6cdf62b39f9f16729;0;1.950.000.000.000;;;
;;0xb89b33e16f4f4ef15596a73b331603973b1e6319;0;1.930.000.000.000;;;
;;0x726f9a14936611acc204bbb6345570bcf09e168d;0;1.400.000.000.000;;;
;;0x5ad29ea4491bed58d2a66c890484bd13aa965fdb;0;1.230.000.000.000;;;
;;0xec23eb9276e89e779cb8a148b9f19a31a186039d;0;1.010.000.000.000;;;
;;0x3a05cee5dab3baaee79e4760015c69f6c53b154b;0;997.000.000.000;;;
;;0x4c193f1c2a7a10f09f7b48327bf26c602ce24aab;0;981.000.000.000;;;
;;0xcedd7961f89d1ccdbf783715f46f42bfc217cdc2;0;958.000.000.000;;;
;;0xedf43fbb4aa1c2a0648a8df87820a9c407c986c4;0;954.000.000.000;;;
;;0x8e05e7ec2373a55f0293d473d4f269ac41f7c38a;0;945.000.000.000;;;
;;0x4d4df4b380ca111f7e34ce0778abb26d2f235c76;0;938.000.000.000;;;
;;0x20371b23d81c892f3c9c2f565ea0e9b2f3377d2f;0;929.000.000.000;;;
;;0xb5dd3b43816e684f63978b79b3c147f520b30131;0;928.000.000.000;;;
;;0x94f4a6f48afdd618e955306d1b37c25d974aaa42;0;919.000.000.000;;;
;;0x896fdfe6febf48d4e30b0e3c37c031e0e3b82e74;0;892.000.000.000;;;
;;0xaa6f2603ac7cc63e16fa001f662023716cc1a767;0;883.000.000.000;;;
;;0x0c736d9e4146393bf5b6d0f1ccfa5725865273b7;0;867.000.000.000;;;
;;0xf0d86169b2335eb2199279ad7a3647ff3db3d097;0;845.000.000.000;;;
;;0xb3c74f6b55ec213323a3bee8076e8c12668abb33;0;806.000.000.000;;;
;;0xc926eef7d4bf48ebc32d4123cee7ed9dabd2d5f4;0;797.000.000.000;;;
;;0xd7fd06e6b96c28a402f75b98b4b4ba178491f8aa;0;786.000.000.000;;;
;;0x9882389dc6ef9647d95aae365c7b4f48160e4da0;0;766.000.000.000;;;
;;0x54300ae50a5c6a9f3938d8c1117b498735394834;0;717.000.000.000;;;
;;0xbe80caaf05e5a9d5742ebfee1cc40ee640ccbd50;0;713.000.000.000;;;
;;0xa333003484db00f73e1acdf2745d5501bc509f1f;0;702.000.000.000;;;
;;0xcca9549ab789a01bd8d6a0d1e601a24537ecbc56;0;685.000.000.000;;;
;;0xe8bf0c1de2d33d5a0ff786acda1a98b98159a68a;0;671.000.000.000;;;
;;0x41571566b37372fb15e80bbb513b2341403f31ce;0;659.000.000.000;;;
;;0x1878236c9385fa885e89e23697106746ece87341;0;622.000.000.000;;;
;;0xaec7639103415c9556d2718f2971e6d8ff0a5772;0;620.000.000.000;;;
;;0xca74f404e0c7bfa35b13b511097df966d5a65597;0;590.000.000.000;;;
;;0x86528bcb6fa1f67a4feedd7592592d9927f72af9;0;589.000.000.000;;;
;;0x08137beb3fb4893a80e8533468e8cb551ba8556e;0;570.000.000.000;;;
;;0x9c8cff9f882c214ede5d876a9acc71ed8ca92100;0;567.000.000.000;;;
;;0xf1a119c910fe762dbd06ed8a01853d5620b08acc;0;557.000.000.000;;;
;;0xe7c158f1143255d5a49c1daa44b3eaef5cbafa70;0;556.000.000.000;;;
;;0x171760329c45215daa0eb8537bc8e2a106a34383;0;540.000.000.000;;;
;;0x0c24a88f43fedc67fb99c2085ba9e61d79567a75;0;538.000.000.000;;;
;;0xd854bf804e59988d2de2be83228441b119a436ab;0;505.000.000.000;;;
;;0x1eca59c04a1af3f590ddd6377a9e1f2e924f8e6a;0;480.000.000.000;;;
;;0xc085bb04850138050a1f99c9e6bd92799a52f2aa;0;470.000.000.000;;;
